lib,version,shape,size,autoScheduling,run,ttr,ttfp,memory,fps,fpsMin,move,bulk,note,harness,session,measured_at
"syncfusion","34.2.8","tree","50000","false","1","57247","57247","386","61","61","51886","79534","","1.0.0","20260915-211716","2026-09-15T20:09:17.619Z"
"syncfusion","34.2.8","tree","50000","false","2","57021","57021","386","60","61","52211","79205","","1.0.0","20260915-211716","2026-09-15T20:12:29.307Z"
"syncfusion","34.2.8","tree","50000","false","3","57261","57261","386","60","61","51931","79630","","1.0.0","20260915-211716","2026-09-15T20:15:41.392Z"
"syncfusion","34.2.8","tree","50000","true","1","33721","33721","392","61","61","53840","117208","","1.0.0","20260915-211716","2026-09-15T20:19:09.451Z"
"syncfusion","34.2.8","tree","50000","true","2","33690","33690","392","60","60","53766","118094","","1.0.0","20260915-211716","2026-09-15T20:22:38.314Z"
"syncfusion","34.2.8","tree","50000","true","3","33725","33725","392","61","61","53826","118114","","1.0.0","20260915-211716","2026-09-15T20:26:07.236Z"
"syncfusion","34.2.8","tree","100000","false","1","254962","254962","755","60","60","248695","205108","","1.0.0","20260915-211716","2026-09-15T20:37:59.435Z"
"syncfusion","34.2.8","tree","100000","false","2","253496","253496","755","60","61","249455","205057","","1.0.0","20260915-211716","2026-09-15T20:49:51.147Z"
"syncfusion","34.2.8","tree","100000","false","3","255003","255003","755","61","61","248325","205627","","1.0.0","20260915-211716","2026-09-15T21:01:43.858Z"
"syncfusion","34.2.8","tree","100000","true","1","138573","138573","768","60","60","251364","","did not settle (bulk; 16 frames, 15 over threshold, worst 7145 ms)","1.0.0","20260915-211716","2026-09-15T21:13:23.521Z"
"syncfusion","34.2.8","tree","100000","true","2","139131","139131","768","60","61","251402","","did not settle (bulk; 16 frames, 15 over threshold, worst 7104 ms)","1.0.0","20260915-211716","2026-09-15T21:24:58.555Z"
"syncfusion","34.2.8","tree","100000","true","3","138840","138840","768","61","61","251473","","did not settle (bulk; 16 frames, 15 over threshold, worst 7132 ms)","1.0.0","20260915-211716","2026-09-15T21:36:35.428Z"
