lib,version,shape,size,autoScheduling,run,ttr,ttfp,memory,fps,fpsMin,move,bulk,note,harness,session,measured_at
"syncfusion","34.2.8","flat","10000","false","2","1861","1861","71","60","60","1409","14558","","1.0.0","20260915-191259","2026-09-15T17:18:47.499Z"
"syncfusion","34.2.8","flat","10000","false","3","1850","1850","71","60","60","1431","14676","","1.0.0","20260915-191259","2026-09-15T17:19:08.494Z"
"syncfusion","34.2.8","flat","10000","true","1","1823","1823","72","60","60","","","skipped — move failed at 5000","1.0.0","20260915-191259","2026-09-15T17:19:13.168Z"
"syncfusion","34.2.8","flat","10000","true","2","1840","1840","72","60","60","","","skipped — move failed at 5000","1.0.0","20260915-191259","2026-09-15T17:19:17.844Z"
"syncfusion","34.2.8","flat","10000","true","3","1832","1832","72","60","60","","","skipped — move failed at 5000","1.0.0","20260915-191259","2026-09-15T17:19:22.518Z"
"syncfusion","34.2.8","flat","50000","false","1","38520","38520","293","60","60","41641","93631","","1.0.0","20260915-191259","2026-09-15T17:22:19.292Z"
"syncfusion","34.2.8","flat","50000","false","2","38404","38404","293","60","60","41570","92003","","1.0.0","20260915-191259","2026-09-15T17:25:14.312Z"
"syncfusion","34.2.8","flat","50000","false","3","38420","38420","293","60","61","41533","91795","","1.0.0","20260915-191259","2026-09-15T17:28:09.069Z"
"syncfusion","34.2.8","flat","50000","true","1","30971","30971","300","60","60","","","skipped — move failed at 5000","1.0.0","20260915-191259","2026-09-15T17:28:42.988Z"
"syncfusion","34.2.8","flat","50000","true","2","31061","31061","300","60","60","","","skipped — move failed at 5000","1.0.0","20260915-191259","2026-09-15T17:29:16.926Z"
"syncfusion","34.2.8","flat","50000","true","3","30894","30894","300","60","60","","","skipped — move failed at 5000","1.0.0","20260915-191259","2026-09-15T17:29:50.711Z"
"syncfusion","34.2.8","flat","100000","false","1","161519","161519","571","60","60","194911","220180","","1.0.0","20260915-191259","2026-09-15T17:39:30.412Z"
"syncfusion","34.2.8","flat","100000","false","2","171086","171086","571","60","61","189088","240539","","1.0.0","20260915-191259","2026-09-15T17:49:34.324Z"
"syncfusion","34.2.8","flat","100000","false","3","162114","162114","571","60","60","196422","225456","","1.0.0","20260915-191259","2026-09-15T17:59:21.517Z"
"syncfusion","34.2.8","flat","100000","true","1","132797","132797","584","60","61","","","skipped — move failed at 5000","1.0.0","20260915-191259","2026-09-15T18:01:37.273Z"
"syncfusion","34.2.8","flat","100000","true","2","129821","129821","584","60","61","","","skipped — move failed at 5000","1.0.0","20260915-191259","2026-09-15T18:03:50.026Z"
"syncfusion","34.2.8","flat","100000","true","3","132552","132552","584","60","60","","","skipped — move failed at 5000","1.0.0","20260915-191259","2026-09-15T18:06:05.580Z"
"syncfusion","34.2.8","tree","1000","false","1","353","353","23","60","61","71","3591","","1.0.0","20260915-191259","2026-09-15T18:06:12.600Z"
"syncfusion","34.2.8","tree","1000","false","2","341","341","23","60","60","72","3581","","1.0.0","20260915-191259","2026-09-15T18:06:19.422Z"
"syncfusion","34.2.8","tree","1000","false","3","352","352","23","61","61","75","3706","","1.0.0","20260915-191259","2026-09-15T18:06:26.442Z"
"syncfusion","34.2.8","tree","1000","true","1","353","353","23","60","61","186","4509","","1.0.0","20260915-191259","2026-09-15T18:06:34.296Z"
"syncfusion","34.2.8","tree","1000","true","2","345","345","23","60","61","181","4541","","1.0.0","20260915-191259","2026-09-15T18:06:42.180Z"
"syncfusion","34.2.8","tree","1000","true","3","395","395","23","60","61","189","4506","","1.0.0","20260915-191259","2026-09-15T18:06:50.241Z"
"syncfusion","34.2.8","tree","5000","false","1","943","943","52","60","60","292","6380","","1.0.0","20260915-191259","2026-09-15T18:07:00.792Z"
"syncfusion","34.2.8","tree","5000","false","2","950","950","52","60","60","295","6328","","1.0.0","20260915-191259","2026-09-15T18:07:11.314Z"
"syncfusion","34.2.8","tree","5000","false","3","936","936","52","60","60","284","6278","","1.0.0","20260915-191259","2026-09-15T18:07:21.795Z"
"syncfusion","34.2.8","tree","5000","true","1","976","976","53","60","61","436","8496","","1.0.0","20260915-191259","2026-09-15T18:07:34.682Z"
"syncfusion","34.2.8","tree","5000","true","2","969","969","53","60","60","425","8676","","1.0.0","20260915-191259","2026-09-15T18:07:47.754Z"
"syncfusion","34.2.8","tree","5000","true","3","968","968","53","60","60","428","8456","","1.0.0","20260915-191259","2026-09-15T18:08:00.596Z"
"syncfusion","34.2.8","tree","10000","false","1","2583","2583","89","60","60","1412","10469","","1.0.0","20260915-191259","2026-09-15T18:08:17.980Z"
"syncfusion","34.2.8","tree","10000","false","2","2615","2615","89","60","61","1418","10419","","1.0.0","20260915-191259","2026-09-15T18:08:35.434Z"
"syncfusion","34.2.8","tree","10000","false","3","2611","2611","89","60","60","1405","10381","","1.0.0","20260915-191259","2026-09-15T18:08:52.817Z"
"syncfusion","34.2.8","tree","10000","true","1","2140","2140","91","60","60","2029","15194","","1.0.0","20260915-191259","2026-09-15T18:09:15.091Z"
"syncfusion","34.2.8","tree","10000","true","2","2207","2207","91","60","60","1614","14553","","1.0.0","20260915-191259","2026-09-15T18:09:36.459Z"
"syncfusion","34.2.8","tree","10000","true","3","2193","2193","91","60","60","1616","14658","","1.0.0","20260915-191259","2026-09-15T18:09:57.850Z"
"syncfusion","34.2.8","tree","50000","false","1","48172","48172","386","60","60","42525","69282","","1.0.0","20260915-191259","2026-09-15T18:12:40.779Z"
"syncfusion","34.2.8","tree","50000","false","2","48298","48298","386","60","61","42522","67970","","1.0.0","20260915-191259","2026-09-15T18:15:22.609Z"
"syncfusion","34.2.8","tree","50000","false","3","49328","49328","386","60","61","45581","70356","","1.0.0","20260915-191259","2026-09-15T18:18:10.942Z"
"syncfusion","34.2.8","tree","50000","true","1","29870","29870","392","60","60","42687","97025","","1.0.0","20260915-191259","2026-09-15T18:21:03.524Z"
"syncfusion","34.2.8","tree","50000","true","2","29510","29510","392","60","61","44686","108967","","1.0.0","20260915-191259","2026-09-15T18:24:09.735Z"
"syncfusion","34.2.8","tree","50000","true","3","30973","30973","392","60","61","45007","92498","","1.0.0","20260915-191259","2026-09-15T18:27:01.681Z"
"syncfusion","34.2.8","tree","100000","false","1","200003","200003","755","60","60","193980","165348","","1.0.0","20260915-191259","2026-09-15T18:36:24.216Z"
"syncfusion","34.2.8","tree","100000","false","2","199101","199101","755","60","60","194086","164669","","1.0.0","20260915-191259","2026-09-15T18:45:45.283Z"
"syncfusion","34.2.8","tree","100000","false","3","201533","201533","755","60","61","195308","165537","","1.0.0","20260915-191259","2026-09-15T18:55:10.768Z"
"syncfusion","34.2.8","tree","100000","true","1","119846","119846","768","60","60","200665","263117","","1.0.0","20260915-191259","2026-09-15T19:04:57.544Z"
"syncfusion","34.2.8","tree","100000","true","2","121487","121487","768","60","61","208055","255882","","1.0.0","20260915-191259","2026-09-15T19:14:46.215Z"
"syncfusion","34.2.8","tree","100000","true","3","121066","121066","768","60","60","207975","256211","","1.0.0","20260915-191259","2026-09-15T19:24:34.539Z"
